cluster,url,primary_intent,competing_urls,unique_value,action,confidence
image,https://funnytools.win/guides/image-compression-quality-size-guide/,圖片壓縮品質怎麼選？檔案大小與清晰度驗收 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.775),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-compressor-metadata-privacy-guide/ (0.565),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-compressor-metadata-privacy-guide/,圖片壓縮會保留 EXIF 嗎？Metadata 與隱私驗收 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.565),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-resampling-quality-guide/ (0.646),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-resampling-quality-guide/,圖片放大縮小會糊嗎？重採樣方法與品質驗收 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.646),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-resize-aspect-ratio-guide/ (0.620),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-resize-aspect-ratio-guide/,圖片調整尺寸不變形：比例、裁切與留白選擇 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.620),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-resolution-print-web-guide/ (0.652),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-resolution-print-web-guide/,圖片解析度怎麼選？列印、網頁與像素尺寸驗收 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.652),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-upload-failed-troubleshooting/ (0.686),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-upload-failed-troubleshooting/,圖片無法上傳怎麼辦？檔案太大、尺寸、格式、WebP、PNG、JPG 完整排查｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.686),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/jpg-png-webp-which-to-use/ (0.677),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/jpg-png-webp-which-to-use/,JPG、PNG、WebP 怎麼選？透明背景、畫質、檔案大小與網站用途完整比較｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.677),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/optimize-images-for-website/ (0.624),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/optimize-images-for-website/,網站圖片怎麼最佳化？尺寸、WebP、srcset、Lazy Loading、LCP 與 ALT 完整指南｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.624),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/resize-image-without-distortion/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/resize-image-without-distortion/,圖片尺寸怎麼改才不變形？像素、長寬比、比例鎖定與放大模糊完整指南｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/delete-blank-pages-from-pdf/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/delete-blank-pages-from-pdf/,PDF 怎麼刪除空白頁、其中一頁？指定頁碼與刪頁完整指南｜FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/extract-specific-pages-from-pdf/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/extract-specific-pages-from-pdf/,PDF 只存其中幾頁怎麼做？擷取單頁、指定頁碼與範圍完整指南｜FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/merge-pdf-page-size-orientation-guide/ (0.556),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-page-size-orientation-guide/,合併 PDF 後大小不一、方向混亂怎麼辦？A4、Letter 與橫直頁整理教學 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.556),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.575),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.575),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.590),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.590),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.667),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.667),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-split-vs-extract-vs-delete/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-split-vs-extract-vs-delete/,PDF 拆分、擷取、刪除差在哪？Split、Extract、Delete 一次選對｜FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/ (0.633),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/,PDF 轉圖片背景變黑或太淡？對比與閱讀檢查 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.633),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.639),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.639),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.653),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.653),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/pdf-to-image-resolution-guide/ (0.645),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-resolution-guide/,PDF 轉 JPG／PNG 要選多高解析度？螢幕、Email 與列印設定指南 - FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.645),requires human comparison of answer intent,REVIEW_ONLY,medium
